Username,Unnamed: 0,Datetime,Text
TimDraper,121055,2021-11-12 22:37:19+00:00,Wow! @JesseDraper has made over 100 investments in #femalefounders. Also number one solo female VC in LA. A force of nature. Awesome! https://t.co/ROWdtgDJ58
TimDraper,121056,2021-11-12 18:00:59+00:00,"NIce article by @foundr about @drapervc, #bitcoin, etc. https://t.co/MrIqz1ugrP"
TimDraper,121057,2021-11-12 02:17:19+00:00,"@drapervc portco,
@neurala #AI powered platform: the ""Wordpress of AI"" for visual inspection in manufacturing. Great use of AI."
TimDraper,121058,2021-11-07 23:45:11+00:00,Should be awesome. https://t.co/N4XiYRBKRu
TimDraper,121059,2021-11-07 08:53:54+00:00,Great interview and great show called “Down the Rabbit Hole.” A ⁦@Ledger⁩ production. @drapervc portco.  https://t.co/oPunKQHqXU
TimDraper,121060,2021-11-07 08:51:15+00:00,⁦@drapervc portico @cruiseautomation @kylevogt⁩ and his team have finally delivered a completely self driving car. Here is Kyle in ride number one!!!! Congratulations to all who made it happen! https://t.co/QZA5qCQFez
TimDraper,121061,2021-11-07 08:28:36+00:00,@drapervc portco @propyinc new NFT for real estate https://t.co/yz6i9OYF5O
TimDraper,121062,2021-11-01 17:11:43+00:00,"Spooky!
https://t.co/gMsquNSxrE"
TimDraper,121063,2021-10-26 17:10:14+00:00,@PORTLhologram is the correct twitter handle. https://t.co/mPJ2bizRdt
TimDraper,121064,2021-10-26 16:28:30+00:00,"The banks are finally buying in to #bitcoin and #crypto. Citi comes out with research on @coinbase, a @drapervc portco. https://t.co/t6y6bQkIvT"
TimDraper,121065,2021-10-25 22:16:05+00:00,How cool is this? @drapervc portco @Portl worked with @StoryFile  to bring us me-- in 3D. for all to see! in Miami. https://t.co/K9Ik9kHqQn
TimDraper,121066,2021-10-25 21:46:34+00:00,Compelled Public (Government) education is unconstitutional. https://t.co/HjU1DfKFqS
TimDraper,121067,2021-10-25 21:37:17+00:00,"I'm advising Wharton's brand-new crypto &amp; blockchain accelerator, Cypher, a 12-week, virtual, non-dilutive program that brings Wharton's world-class resources to scale businesses in the blockchain space.  Learn more and apply to Cypher today:  https://t.co/zAc4TadJ35"
TimDraper,121068,2021-10-20 14:46:03+00:00,#china This ridiculous person is dismantling a great economy: Where is Jack Ma? What is the point of being an entrepreneur in China? Don't f#@k with TSMC. China’s Bullying Is Becoming a Danger to the World and Itself https://t.co/psb4H7kQQn
TimDraper,121069,2021-10-19 15:55:19+00:00,@immusoft a @draper.vc portco has a breakthough partnership to cure rare diseases. https://t.co/FfpZyhfL3Z
TimDraper,121070,2021-10-11 11:50:08+00:00,"@elonmusk @PeterDiamandis Elon, let me know if you would like to connect with Armada. Maybe you can just invest rather than having to run it yourself. You know how to reach me. Tim"
TimDraper,121071,2021-10-11 11:36:59+00:00,"@morpher_io allows those investments that the markets don't allow. Shorting the Argentinian peso? Leveraging up to buy #bitcoin? You can do it all on Morpher, a @drapervc portco. https://t.co/QhO8TQ2YP2"
TimDraper,121072,2021-10-08 18:31:59+00:00,Irresponsible spending by both parties has brought the government to this point of reconciliation. Bad for #trust. Good for #bitcoin. https://t.co/efZqU8YZTF
TimDraper,121073,2021-10-08 18:00:07+00:00,Wake up #California. Give your businesses some #freedom and some #trust . #deregulate #detax https://t.co/qYZKt13xPg
TimDraper,121074,2021-10-06 15:08:29+00:00,"Solving UX is the path to #crypto adoption. Awesome milestone of @DraperVC portco @morpher_io launching their new wallet and passing one million trades - from 180 countries in 700 markets. Morpher can trade anything!
Enable financial #freedom and #trust! https://t.co/girk8hCaCI"
TimDraper,121075,2021-10-06 14:33:00+00:00,"Flattering article, but there is a (""free"") paywall. https://t.co/3h9VnBHNA2 #freedom #bitcoin #trust"
TimDraper,121076,2021-10-04 19:51:59+00:00,"Economics 101. Inflation up. #Bitcoin  up.
Government debt troubles. #Bitcoin up. 
Government spending. #Bitcoin up. 
What did we learn today?

#trust #freedom"
TimDraper,121077,2021-10-01 16:25:00+00:00,While Biden panders to the bank lobby.  https://t.co/71UYgGDZkZ
TimDraper,121078,2021-10-01 16:22:46+00:00,Great leaders are leading to #bitcoin #bitcoincities #freedom #trust #competitivegovernance https://t.co/2xggGYEEKf
TimDraper,121079,2021-09-30 01:12:30+00:00,"Very cool. St. Louis will be attracting a lot of entrepreneurs. Who is next? #bitcoin #freedom #trust

https://t.co/IaDetCiLZ3"
TimDraper,121080,2021-09-24 17:51:14+00:00,"More on #china. It was business that helped the rise of China. Not the communist party. In fact, they are hurting it now. https://t.co/1puSdq5ulB"
TimDraper,121081,2021-09-24 16:00:29+00:00,Xi taking #China back to the dark ages. Has anyone noticed that they make these announcements about every two weeks? Methinks he doth protest too much about #crypto #Bitcoin. The Chinese people are smarter than this. #undergroundeconomy https://t.co/9R990gUEx5
TimDraper,121082,2021-09-20 14:58:58+00:00,"What are they thinking? @Microsoft  buying back stock at record highs--concerns about inflation, I guess? Shouldn't they be hedging against inflation with #Bitcoin? 
https://t.co/wGCmaDNsmo"
TimDraper,121083,2021-09-20 14:41:02+00:00,Here is the story. @elonmusk @SpaceX @drapervc https://t.co/KH41sJwPDG
TimDraper,121084,2021-09-20 14:36:57+00:00,"Congratulations to @elonmusk and @SpaceX for their successful 3-day excursion with an all civilian crew. Next stop, Alpha Centauri--or maybe just #Mars. Awesome @drapervc and @dfjgrowth portfolio company."
TimDraper,121085,2021-09-18 01:01:09+00:00,#bitcoin will keep us #free. See op-ed from ⁦@nytimes⁩  https://t.co/6JI3mMpL4i
TimDraper,121086,2021-09-17 17:22:29+00:00,This should be fun. @drapervc @BoostVC @Billy_Draper @HalogenVC @JesseDraper https://t.co/BVYHWvkCmK
TimDraper,121087,2021-09-17 14:32:09+00:00,Wow! @AdamDraper is crushing it with @BoostVC . #proudpapa https://t.co/PZA8xLYYwp
TimDraper,121088,2021-09-16 04:30:42+00:00,@Fairmintco a @drapervc portfolio company is rethinking company ownership. Check it out. https://t.co/ct9Qhm6YKr
TimDraper,121089,2021-09-15 19:28:03+00:00,"@Ukraine becomes the next country to make @bitcoin a national currency. Very promising. I would guess that would move Ukraine way up on the Draper Innovation Index, a measure of trust and freedom in government. https://t.co/SFxoDL10D0"
TimDraper,121090,2021-09-15 00:38:13+00:00,Bizworld Young Entrepreneurs demo day. Support HighSchool entrepreneurs. Come see it. Virtual. https://t.co/ZEAKEDt5i6
TimDraper,121091,2021-09-13 21:10:57+00:00,Here is what my accountant sent me regarding the tax changes and US Government failures to honor contracts. https://t.co/S1R8Da56cy
TimDraper,121092,2021-09-13 19:05:10+00:00,"Dear US Government, In the business world, this is called #fraud. Please review the QSBS capital gains #tax rules that you wrote, and see if you are allowed to renege on your commitment to your citizens. Because that is exactly what you are doing."
TimDraper,121093,2021-09-13 18:48:00+00:00,"Is the US Government saying, by changing the deal on QSBS shares that we should no longer trust the tax benefits they offer when they offer them, since they will only take them away when they feel like it? #contractsbroken #untrustworthygovernment"
TimDraper,121094,2021-09-13 14:28:50+00:00,Bring back the woolly mammoth! @itisColossal will use software and CRISPR technology to de-extinct previously lost species starting with the woolly mammoth. Founders' Ben @federallamm and George @geochurch breakthroughs will have major implications in health care. https://t.co/ArCXORNuC4
TimDraper,121095,2021-09-12 15:11:19+00:00,I don’t think I ever shared this one. Fun interview about #life Billionaire #bitcoin investor Tim Draper: 1 question he always asks before investing—and why he sometimes gets '3 hours of sleep' https://t.co/BVhECE7RLg
TimDraper,121096,2021-09-11 00:49:30+00:00,"I am embarrassed to say it took me several months before I listened to this talk. Please, please, please! Free this man! #FREEROSS. Please listen. @POTUS  Ross Ulbricht interview broadcast at Bitcoin2021. #Bitcoin #Freedom #Trust https://t.co/qf59w5SrLV via @YouTube"
TimDraper,121097,2021-09-10 20:14:33+00:00,This is a fun event. @bizworldorg has a young entrepreneurs competition. Please join us virtually. https://t.co/ZEAKEDt5i6
TimDraper,121098,2021-09-10 18:57:35+00:00,Ukraine! #Bitcoin Awesome!#freedom #trust Ukraine legalizes bitcoin and cryptocurrencies https://t.co/MBbK2AyUrk
TimDraper,121099,2021-09-10 15:59:33+00:00,"McDonalds, many others using @OpenNodeCo to accept #bitcoin in El Salvador. Panama expected to follow suit. https://t.co/6ej4zw6HrU"
TimDraper,121100,2021-09-08 23:12:20+00:00,@OpenNodeCo is a good solution to get El Salvador up and running on #bitcoin. Congratulations to the government there on their leadership in bringing decentralization to Central America! https://t.co/wtn5nz6Zq3
TimDraper,121101,2021-09-08 22:30:58+00:00,My partner @AndyTANGvc does a good job explaining what @drapervc does and looks for in a startup. https://t.co/JpurDX90mN
TimDraper,121102,2021-09-03 17:02:56+00:00,"Watch out for imposters. There are people pretending to be me to scam you. Beware. Please know that I do not ask you for crypto or a crypto address, or to help you trade your crypto for you. I have only one twitter address, and it is this one. Imposters: Watch your back.
#crypto"
TimDraper,121103,2021-09-03 16:18:32+00:00,"Speaking to traders about #bitcoin https://t.co/llzslQZTVh #freedom #trust For what to buy, watch the tie. :)"
TimDraper,121104,2021-09-03 15:56:41+00:00,"China president, Xi thinks he knows better how to raise children than parents do.  #china #nofreedom #notrust Bring back Deng. https://t.co/qYY3U8bS1M"
TimDraper,121105,2021-08-30 20:08:45+00:00,"@icon3dtech, and Martians should be capitalized. https://t.co/CF4bx2sjbb"
TimDraper,121106,2021-08-30 18:06:27+00:00,For the homeless and the martians. This @drapervc company is rocking...literally. https://t.co/FQTVwbgckx
TimDraper,121107,2021-08-24 18:07:52+00:00,"New @drapervc portfolio company, @miresource_ . Hoping we help with all the mental health issues that have come from #COVID, proscription drugs and the various college lockdowns. https://t.co/aL3BNaa1d5"
TimDraper,121108,2021-08-23 17:18:45+00:00,"China is blowing their chance to be a world leader in the free markets. #freedom #trust 
file:///C:/Users/tim/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/J2IPMYAH/Economist%20-%20Chinese%20Capitalism.pdf"
TimDraper,121109,2021-08-19 15:19:29+00:00,Welcome to the leaders. Institutions buying COIN #bitcoin #freedom #trust  https://t.co/dwMPM8kChc
TimDraper,121110,2021-08-16 20:32:48+00:00,"The @draper_u team is proud &amp; excited to partner with @AlgoFoundation on the Algorand Accelerator, supporting entrepreneurs &amp; early stage projects looking to build on #Algorand with $35K in program funding! Applications are CLOSING SOON! Apply Today 
￼
 https://t.co/GtAy2xos7d"
TimDraper,121111,2021-08-13 15:02:53+00:00,https://t.co/p7g8JfQbya #freedom #trust
TimDraper,121112,2021-08-10 12:07:18+00:00,I just published: No Government Unions. Please take  a look. https://t.co/pPP4CXLnzn
TimDraper,121113,2021-08-04 03:53:53+00:00,#HODL forever! Nothing to sell into but political fiat. #bitcoin #trust #freedom https://t.co/sLidoqYzMk
TimDraper,121114,2021-08-04 03:51:13+00:00,@benziga interview re #bitcoin #freedom #trust https://t.co/wXJNg4AyD4
TimDraper,121115,2021-08-04 03:15:13+00:00,@RobinhoodApp on @CNBC. Thanks again to @Billy_Draper from Pathvc for sourcing and diligencing the company. Irony is that @drapervc is slow money. https://t.co/NGHcIJpuDy
TimDraper,121116,2021-08-02 18:36:34+00:00,#bitcoin going mainstream. #freedom #trust https://t.co/U9eIalGRWS
TimDraper,121117,2021-07-29 23:02:57+00:00,Congratulations to @vladtenev  and BaijuBhatt @bprafulkumar for the @RobinhoodApp IPO today. @Billy_Draper from Path Ventures sourced and diligenced the company for me @drapervc . We were the first investor 8 years ago. Almost 1000X our money at the IPO price. Thanks to the team.
TimDraper,121118,2021-07-29 02:05:07+00:00,Smart contracts begin with EthSign. #bitcoin #freedom #trust  https://t.co/GDKvXG451A
TimDraper,121119,2021-07-26 21:55:42+00:00,@draper_u is excited to be partnering with @AlgoFoundation to be delivering The Algorand Accelerator program. Successful applicants will gain access to $35K in funding. Build the future on Algorand! In partnership with @borderless_cap Apply now! #blockchain
TimDraper,121120,2021-07-22 22:47:47+00:00,"Good to see @elonmusk  reengaging with Bitcoin. I expect he will find #bitcoin to be far greener than the banks. Also, more #free and more #trustworthy. Also, @Jack Dorsey is awesome. And @CathieDWood is brilliant. Delightful to see them all together discussing #bitcoin future."
TimDraper,121121,2021-07-22 22:34:08+00:00,Elon is awesome. #bitcoin #freedom #trust . https://t.co/8ED3oKs2kb
TimDraper,121122,2021-07-19 15:56:16+00:00,@Tokolosxi We are all one world. You should consider all aspects that effect that world.
TimDraper,121123,2021-07-19 15:53:59+00:00,"@Joe09633496 At the very least, #bitcoin spreads #freedom and #trust."
TimDraper,121124,2021-07-19 15:51:35+00:00,"@AutismCapital Yes. Spreading fear is the way to tyranny. If people are too afraid to speak up, he will destroy one of the great countries of the world."
TimDraper,121125,2021-07-19 15:49:17+00:00,"@ypowerstar You said ""Jinping means being close to Deng Xiaoping. China has always put stability first."" If the translation is correct, why doesn't Xi appreciate free markets the way Deng Xiaoping did?"
TimDraper,121126,2021-07-18 03:21:00+00:00,Does anyone else think #China Pres. Xi is dismantling the Chinese economy? Who else misses Deng? https://t.co/JLKSY3S8ZJ
TimDraper,121127,2021-07-17 06:37:12+00:00,https://t.co/bB2wdMA6Dd #Bitcoin #degov #freedom #trust
TimDraper,121128,2021-07-17 05:46:18+00:00,"We need the best and the brightest to be able to learn as much as they can in math and science. If you're a Californian, here's a letter to sign to keep K-12 math out of the hands of the politically correct but mathematically impaired. &lt;https://t.co/pee1JexFek&gt;"
TimDraper,121129,2021-07-14 15:56:02+00:00,"Just saw the news. Inflation! Are any of us surprised? Government prints more dollars, so the other ones are worth less. Happy to be a #bitcoin hodler. The best inflation hedge."
TimDraper,121130,2021-07-09 23:21:30+00:00,Good book for entrepreneurs. https://t.co/zWQGXOocNk
TimDraper,121131,2021-07-06 15:17:31+00:00,"@drapervc backed them both. So did @BoostVC 
https://t.co/KdScj2aTp2"
TimDraper,121132,2021-07-04 20:15:35+00:00,"This is really well written. Even I understand it :) Appropriate for Independence Day! #bitcoin Bitcoin to $100,000 (Why It’s Happening Now) by @AfroReporter https://t.co/pW6lq2i4cR"
TimDraper,121133,2021-07-02 17:28:34+00:00,Congratulations to @PropyInc WEF selected them as a pioneer for 2021: https://t.co/eDCMKtAlaR
TimDraper,121134,2021-07-01 19:43:57+00:00,"Congratulations @SpaceChain for launching its #Bitcoin blockchain-enabled payload onboard the SpaceX Falcon 9 and taking another step toward realising its decentralized satellite infrastructure for biz and fintech applications! @draper_u alum. 
#SpaceChain #newspaceeconomy"
TimDraper,121135,2021-06-28 15:54:35+00:00,"Had fun on the Pitch Please Podcast from @dshaustin, if you would like to be featured on an episode please send your decks to austin@draperstartuphouse.com. https://t.co/RKuGhAFyTG"
TimDraper,121136,2021-06-26 03:47:36+00:00,This is fun. Upside and downside thoughts on #Bitcoin https://t.co/8GHabe4PSk
TimDraper,121137,2021-06-23 15:45:31+00:00,Really interesting responses to the question of crypto and regulation. #bitcoin #freedom #trust https://t.co/FRFm0Gyz70
TimDraper,121138,2021-06-22 01:29:08+00:00,Methinks China doth protest too much. Every other weekend they make another identical announcement and it still makes the news. Bo—ring. #bitcoin is rocking the world! China spreading FUD. https://t.co/bI7hgkDHhK
TimDraper,121139,2021-06-21 15:37:17+00:00,"According to @StatistaCharts, #Nigerians are 5 times more likely to have #bitcoin wallets than #Americans--34% vs 5%. #bitcoin=financial inclusion! And when Americans see the inflation our government has wrought, it should be awesome for #bitcoin."
TimDraper,121140,2021-06-20 18:25:37+00:00,Back by popular demand! Pitch @Vivek and me. https://t.co/64hLjHAfY5
TimDraper,121141,2021-06-20 03:49:35+00:00,"Making yield farming easier on @tezos, the leading platform for proof of stake. https://t.co/j9W1WVEWF6"
TimDraper,121142,2021-06-19 21:40:02+00:00,My list for 2030: 1. @Bitcoin  2. @EtheriumToken  3. @coinbase 4. @binance 5. @SpaceX 6. @Tesla 7. @amazon 8. @planet  9. @Ledger 10. @Apple. What is yours?https://t.co/14Sl6c33xP.
TimDraper,121143,2021-06-19 20:42:33+00:00,"If you run your business on #bitcoin or other #crypto, you may have faced difficulties when it comes to closing the #books with your accountant in QuickBooks or Xero.  @cryptio_co released their version 2.0. Connected to DeFi protocols. https://t.co/MKQSo6Az7t"
TimDraper,121144,2021-06-18 22:47:54+00:00,"I liked this perspective. We should honor, not attack our heroes and their creations. I back innovative small tech companies, and I like that Apple and Facebook are big and successful. They inspire my entrepreneurs to think big.
 Innovation — Is Big Bad? https://t.co/IdtQy9b50s"
TimDraper,121145,2021-06-18 15:02:55+00:00,"My son, @AdamDraper wrote the following 10 tweets. It is so thoughtful. It brought tears to my eyes. He is a loving father and could easily be the G.O.A.T. #VC himself.. So, Happy Father's Day, Adam! https://t.co/M3c0RnZ4dL"
TimDraper,121146,2021-06-17 20:20:56+00:00,This is a great starter video for people who say they don't understand why we have #Bitcoin. #bitcoin  protects human rights! #HumanRights #global ly.  https://t.co/Ljuo0wwDIx
TimDraper,121147,2021-06-16 16:23:51+00:00,"When @POTUS meets with Putin, he might tell him that any money Americans lose to suspected Russian hackers will be frozen from Putin's bank accounts in the west. Apparently, we know where he holds about $100 billion."
TimDraper,121148,2021-06-08 04:49:57+00:00,NFT real estate. This is a step toward a new model for real estate. Way to go @PropyInc @drapervc portfolio company. #bid https://t.co/aTR0CU1huM
TimDraper,121149,2021-06-07 19:33:47+00:00,@Anil_Jhb That is how I see it.
TimDraper,121150,2021-06-07 19:29:29+00:00,"Particularly long and in depth interview in a podcast, or cut to 20 minutes for YouTube. #women #bitcoin #freedom #trust  https://t.co/SlKyE14knu"
TimDraper,121151,2021-06-07 19:27:20+00:00,@GregAbbott_TX is making a statement to attract the entrepreneurs and bitcoiners #Bitcoin to Texas. Brilliant.
TimDraper,121152,2021-06-06 03:36:35+00:00,@GregAbbott_TX is making a statement to attract the entrepreneurs and bitcoiners #Bitcoin to Texas. Brilliant! https://t.co/0wCTYvFqpV
TimDraper,121153,2021-06-05 22:27:50+00:00,Here we go! Entrepreneurs and investors will be on the next flights to El Salvador. Brilliant government move. #freedom #trust #competitivegovernance ⁦@Bitcoin⁩ #bitcoin  https://t.co/RzCbfpBRnh
TimDraper,121154,2021-06-05 22:23:15+00:00,Here we go! Entrepreneurs and investors will be on the next flights to El Salvador. Brilliant government move. #freedom #trust #competitivegovernance  https://t.co/RzCbfpBRnh
TimDraper,121155,2021-06-03 14:41:23+00:00,"Cool. @SpaceChain gets #Ethereum multisig in space with @SpaceX  with commercial capabilities as a starting point for wider adoption of blockchain for enterprise business and fintech applications. @draper_u 
alum
#BlockchainISS #newspaceeconomy #draper ecosystem"
TimDraper,121156,2021-06-02 19:49:53+00:00,"Recruiting a President of Make School, likely partner for @draper_u  https://t.co/jTrt6CGJ16. Please apply by clicking the link."
TimDraper,121157,2021-06-02 19:31:36+00:00,VC Associate and Data Analyst openings in one of the leading new VC firms in #Austin @ensembleVC. Apply below: https://t.co/Zw9cxWCKMg
TimDraper,121158,2021-05-30 22:46:48+00:00,#bitcoin #elonmusk  https://t.co/UEIErvoOTX
TimDraper,121159,2021-05-29 22:46:26+00:00,I am quoted near the end. Some interesting perspectives on decentralized vs centralized. https://t.co/ZUo5G1Tch3
TimDraper,121160,2021-05-29 22:13:49+00:00,#Bitcoin #crytpo #ElonMusk #diem We cover it all here. https://t.co/SlbyCsAfP8
TimDraper,121161,2021-05-28 03:04:22+00:00,And it begins... #bitcoin in space. @draper_u student @zeezhang https://t.co/m8f7BZy1Ml . Next step for mankind—#SpaceGov
TimDraper,121162,2021-05-22 22:51:48+00:00,For those of you who speak French: https://t.co/25zrqqbwk2 #bitcoin
TimDraper,121163,2021-05-21 22:29:13+00:00,This looks fun. From a @draper_u hero https://t.co/3qZ3TpG72e
TimDraper,121164,2021-05-19 22:50:57+00:00,Best offer I have had today. Free .crypto from @unstoppableweb @drapervc portco. https://t.co/2JVZR6UPlt
TimDraper,121165,2021-05-19 13:48:38+00:00,Crypto week in Brazil. English at arts at 3:00. Por que o investidor mais proeminente no Vale do Silício está chegando a... https://t.co/RiSKDASjc2 via @YouTube
TimDraper,121166,2021-05-17 22:25:14+00:00,"Sure enough, #bitcoin uses less energy than the banking industry. And it scales up without commutes and customers driving to local branches. Long term #bitcoin wins. https://t.co/K3k3L9gK5y"
TimDraper,121167,2021-05-15 17:41:46+00:00,No surprise to anyone trying to do business in California today. https://t.co/YOrrSUxmtz @draper_u @drapervc #education #regulation
TimDraper,121168,2021-05-14 23:48:03+00:00,⁦@Vivek⁩ and I will be hearing pitches on Clubhouse May 26 at 2:45 PT. Should be fun. Bring your best pitch. https://t.co/yOtlTOGnr3
TimDraper,121169,2021-05-14 23:19:30+00:00,"Has anyone calculated the energy and the CO2 the existing banking system uses? The buildings, the paper, the bankers themselves?
Maybe Elon should not accept Fiat for cars?
#bitcoin"
TimDraper,121170,2021-05-13 21:47:48+00:00,"@AdamDraper writes about a new, more innovative government. https://t.co/Mrg9hrrkVx"
TimDraper,121171,2021-05-12 16:14:22+00:00,Inflation fears bode well for #bitcoin. Time to get that  #Coinbase wallet and hedge against the onslaught?
TimDraper,121172,2021-05-03 23:00:04+00:00,More on @Bitwage .https://t.co/rHlRWgUdl8
TimDraper,121173,2021-05-03 21:58:55+00:00,@drapervc company @Bitwage is rockin.' Sports star takes his salary in #bitcoin https://t.co/8Is30eXBpp
