,Text,Username,Unnamed: 0,Datetime,polarity
191,Financial markets are going to absolute chaos on Monday morning.,APompliano,42303,2021-03-13 23:50:05+00:00,Neutral
192,"Biden, Powell, and Yellen absolutely sending it right now!",APompliano,42312,2021-03-13 21:15:17+00:00,Neutral
193,"@jjacobs22 @MartyBent @GAMdotAI @Tesla @harry_sudock @PrestonPysh @GoingParabolic Ah, the classic intellectual midget move of changing the goalposts.

No one said it was the only solution. I said “probably the single greatest driver of renewable energy R&amp;D at the moment.”

But I’ll wait for you to continue to gaslight me 😜",APompliano,42332,2021-03-13 14:17:10+00:00,Neutral
194,"6/ After more than $50,000 of sales in the first day, @rekodi_i had an even better second day.

The second auction piece (satoshi magma) was sold for approximately $70,000.

The art is dope, but the demand is nearly unfathomable. https://t.co/VkEuVo3nAs",APompliano,42368,2021-03-13 02:27:40+00:00,Neutral
195,"5/ Here is what @rekodi_i did on Day 1:

- Each piece was a 1 of 1
- Sold 10 pieces for 0.01 ETH
- One piece was resold for $10,000
- First auction piece sold for $40,000

This was an incredible start for a brand new artist. https://t.co/SuDCkzti4k",APompliano,42369,2021-03-13 02:27:38+00:00,Neutral
196,"A few weeks ago I told @beeple that his NFT was going to go for over $50 million at the Christie's auction.

He laughed at me.

Beeple's NFT just sold for $60.25 million. 

Now I'm laughing because I'm so happy for my friend. 

Congrats @beeple!",APompliano,42453,2021-03-11 15:03:11+00:00,Positive
197,"Going to sleep. 

Solid day of learning, memes, gifs, and FUD destruction. 

See everyone bright and early for CNBC :)",APompliano,42495,2021-03-11 02:17:35+00:00,Neutral
198,Let’s fucking go. Bitcoin is the solution to undisciplined monetary policy 🔥 @MartyBent https://t.co/q52AWeF6sm,APompliano,42621,2021-03-09 02:20:42+00:00,Negative
199,"@modestproposal1 So the $4 trillion of past stimulus, which wasn’t really given to the people, didn’t solve the problem regardless of inflation, yet you think this stimulus package, which majority is not going to the people, is going to be different?",APompliano,42727,2021-03-06 22:40:39+00:00,Neutral
200,"I’ll keep saying it - they know the official numbers aren’t true, yet the finance world pretends like they are.

You can’t solve a problem you fail to truly understand. https://t.co/x9z6W8juNq",APompliano,42796,2021-03-05 21:28:50+00:00,Neutral
201,"Jay-Z bought TIDAL in 2015 for $56 million.

Today he sold it for $297 million.

5.3x in about 5 years.

You better respect Jay-Z, the billionaire, as an entrepreneur.",APompliano,42843,2021-03-04 13:27:50+00:00,Positive
202,"@Greensentry1 I haven't sold bitcoin in years. Any time I ever have in the past, it was a major mistake.",APompliano,43005,2021-02-28 16:13:46+00:00,Neutral
203,"The US House of Representatives has approved a $1.9 trillion monetary stimulus package.

We are a nation addicted to government intervention and survive solely based on our ability to create currency.

We hurt our future to address our past.",APompliano,43031,2021-02-27 14:53:45+00:00,Neutral
204,Free markets are the best solution.,APompliano,43114,2021-02-25 13:56:36+00:00,Positive
205,@JohnPompliano 🔥🔥🔥🔥 absolutely nuts,APompliano,43160,2021-02-24 18:00:42+00:00,Neutral
206,"The media wants control.
Wall Street wants control.
Corporations want control.
Governments want control.

The only way to solve the constant battle for control is to decentralize the system and make sure no one has control.",APompliano,43246,2021-02-23 02:30:20+00:00,Neutral
207,"@dollarsanddata You sold an appreciating asset for a depreciating asset, while taking a tax hit along the way.

Bitcoin isn't an investment. It is the reserve currency.",APompliano,43417,2021-02-18 21:35:10+00:00,Neutral
208,"@JoeyTweeets I don't want to speak for everyone, but my experience has been really solid. Warm weather, nice people, freedom to safely eat at restaurants, etc.",APompliano,43584,2021-02-15 13:04:20+00:00,Neutral
209,I trust entrepreneurs more than politicians to solve society’s hardest problems.,APompliano,43748,2021-02-13 01:35:14+00:00,Neutral
210,@CRYPTOSTACKED absolutely,APompliano,43767,2021-02-12 14:34:31+00:00,Neutral
211,"WOW! Miami Mayor @FrancisSuarez just got Miami into Bitcoin.

- Employees paid in BTC
- Residents pay fees in BTC
- Taxes in BTC
- City Treasury in BTC

Absolutely unreal. The first Bitcoin municipal in the United States 🔥 https://t.co/zv7rM7C39B",APompliano,43785,2021-02-12 04:18:27+00:00,Neutral
212,Bitcoin absolutely punishing the bears,APompliano,43793,2021-02-12 00:16:33+00:00,Neutral
213,"New episode with @simonvaliu is now live!

- Legacy payment systems in South America
- Valiu’s solution
- Why Bitcoin is so important in emerging markets
- Hyperinflation
- Oppressive governments
- Crypto’s future

This was a fun one. Enjoy!

https://t.co/XvzXi8tUKG",APompliano,43822,2021-02-11 13:45:12+00:00,Neutral
214,REMINDER: Socialism isn’t cool and the government won’t solve your problems,APompliano,43875,2021-02-10 01:16:07+00:00,Neutral
215,"This was me. I sold my recurring revenue to get cash upfront. Then I bought more Bitcoin.

If you want to do the same, go talk to @harryhurst and @pipe. Incredible platform :) https://t.co/XxsnuUWP11",APompliano,43906,2021-02-09 15:24:50+00:00,Positive
216,@micsolana dude just pay us and stop pretending like you aren't a billionaire,APompliano,43925,2021-02-09 04:02:23+00:00,Neutral
217,"Some politicians want to give you free money, absolve your debts, and remove all risks from markets.

While this sounds great theoretically, it is actually a trick to make you more dependent on the government.

No one is coming to save you. Do the work. Look out for yourself.",APompliano,44123,2021-02-04 16:27:37+00:00,Neutral
218,"@t45417392 @profplum99 No, Mike can clarify specifics but I believe he bought in 2012 or 2013 and then sold in 2020.",APompliano,44193,2021-02-03 01:43:02+00:00,Neutral
219,"Here we go...

The ridiculously talented @benmezrich just sold the movie rights to a book he hasn't written yet to MGM about Wall Street Bets.

@cameron and @tyler involved in producing it as well.

https://t.co/jS1mczX8Cu",APompliano,44254,2021-02-01 00:58:50+00:00,Positive
220,@cryptoprojects2 @jerallaire @BlockFi @Gemini @coinbase @BitwiseInvest @circlepay @valiu @unstoppableweb @AkunaCapital @Anchorage @choicebyKT @DuneAnalytics @radixdlt Apply to some of the roles on the job board. Lots of solid roles across disciplines and geographies,APompliano,44260,2021-01-31 18:58:19+00:00,Neutral
221,"New episode with @jmj is live!

We discuss the product thinking that built the highest grossing app in the app store, why Jeff is so product focused as an investor, what makes a good product, and what Jeff has learned as a solo-capitalist.

Enjoy!

https://t.co/SbwOE2WEDG",APompliano,44440,2021-01-27 14:22:40+00:00,Neutral
222,"Wow, Ron Paul was an absolute savage.

And he was right. (H/t @brucefenton) 
 https://t.co/6L5XO3XTju",APompliano,44557,2021-01-24 13:50:39+00:00,Neutral
223,The best founders are problem solvers at their core.,APompliano,44647,2021-01-21 22:29:47+00:00,Positive
224,"Politicians think $2,000 are going to solve people’s problem, but in reality the other thing that will solve the problem is capitalism, free markets, and lack of government intervention.",APompliano,44815,2021-01-17 19:49:28+00:00,Neutral
225,"💥 2021 is gonna be fun!

I’m launching a (sold out) cohort-based course on Bitcoin/crypto in 2 weeks to help people get jobs.

Stoked to be the first instructor on @wes_kao &amp; @gaganbiyani’s new platform.

If you’re interested in joining as an instructor: https://t.co/DVNeR2Ul7e",APompliano,44883,2021-01-16 01:23:22+00:00,Neutral
226,"There is a Micky Mantle baseball card that just sold for $5 million.

This means that a piece of cardboard is more valuable than 1 Bitcoin.

Which would you rather have?",APompliano,44935,2021-01-14 17:00:03+00:00,Neutral
227,"@DWorc @jack We will record one day but I am sure he has much better things to do at the moment :) Unfortunately, I think Jack and every other platform leader is in a complex and potentially unsolvable conundrum",APompliano,45028,2021-01-12 03:54:39+00:00,Neutral
228,"@fehler Yes you can buy a fraction of a Bitcoin. I don’t make recommendations on specific products. Will let others do that, but a simple google search should turn up a large, regulated, well respected solution",APompliano,45130,2021-01-08 12:57:44+00:00,Neutral
229,"@saxena_puru @Jeebz07690867 @RaoulGMI @RealVision Yes, Bitcoin is a ponzi scheme. You figured it out. Congratulations!

Ok, everyone. Time to go home. Puru found 2013's arguments and has solved the issue. 

😂",APompliano,45209,2021-01-07 00:14:24+00:00,Positive
230,@ethericsol true,APompliano,45290,2021-01-05 03:23:49+00:00,Neutral
231,"@jimiromanus Bitcoin is the single greatest protector of your purchasing power on the planet. It is a perfectly engineered solution and as the USD price increases, liquidity increases, which increases the use cases.",APompliano,45389,2021-01-03 14:14:29+00:00,Positive
232,@ScottVerduzco I am working on launching a few different solutions to help more people make the transition. Stay tuned. Should have them rolling out in January,APompliano,45452,2021-01-02 03:04:13+00:00,Neutral
233,What is your New Year’s Resolution?,APompliano,45544,2020-12-30 14:42:46+00:00,Neutral
234,@Edward_Hoeden Absolutely,APompliano,45811,2020-12-25 03:11:17+00:00,Neutral
235,@Mattsolid87 @stoolpresidente bang bang!,APompliano,45818,2020-12-25 02:46:23+00:00,Neutral
236,Good morning to everyone except the people who think more government is the solution to our problems.,APompliano,45894,2020-12-23 12:59:31+00:00,Positive
237,@AVeryPurpleCat Read it. Agree on the concept of aging being a solvable disease. Lots of work ahead though,APompliano,45977,2020-12-20 13:47:48+00:00,Neutral
238,"Ruffer Investment Company sold some of their gold position to buy Bitcoin.

They called it a defensive move.

Bitcoin isn’t risky. Not owning Bitcoin is risky. https://t.co/SglPfutgQ4",APompliano,46112,2020-12-16 12:34:47+00:00,Neutral
239,"Just finished recording with GoPuff CEO @Rafaelilishayev and simply...wow.

Talk about a founder that is on an absolute tear. Very impressive.

Will be out next week.",APompliano,46213,2020-12-09 21:01:51+00:00,Neutral
240,@financeasmr @micsolana @zebulgar careful what you wish for,APompliano,46215,2020-12-09 19:49:53+00:00,Neutral
241,"My conversation with Founders Fund VP @micsolana is now on YouTube.

- Freedom of speech
- Independent thinking
- Science
- The gold standard
- Tech vs anti-tech conversation
- Silicon Valley

Enjoy!

https://t.co/4IQDYgRsyG",APompliano,46216,2020-12-09 19:43:27+00:00,Neutral
242,"New episode with Founders Fund VP @micsolana is live!

We discuss freedom of speech, independent thinking, science, the gold standard, tech vs anti-tech conversation, and Silicon Valley.

Enjoy!

https://t.co/IuxmteDnKg",APompliano,46235,2020-12-09 13:36:02+00:00,Neutral
243,Printing money is not a sustainable solution to our problems.,APompliano,46260,2020-12-08 04:23:37+00:00,Neutral
244,"The team at @starstockmarket is solving real problems in the sports card market.

Excited to be a small part of this round alongside @KDTrey5 @richkleiman @matthewdelly and @ajv.

Go check them out and let’s get after it 🙏🏼
https://t.co/Po0CmlRZBR",APompliano,46264,2020-12-07 23:52:33+00:00,Neutral
245,"My conversation with @LynAldenContact is now on YouTube.

- long term debt cycle
- government finance
- sovereign debt problems
- trade deficits
- petro dollar system
- emerging markets
- bitcoin
- value stocks vs value traps

Absolute masterclass. Enjoy!

https://t.co/HGnFvzhwQo",APompliano,46265,2020-12-07 23:16:50+00:00,Neutral
246,"This @fewocious depiction of the NYC skyline just sold for $21,350 (1.1 bitcoin) to @scotwingo.

The digital art market cap is going to be bigger than the traditional art industry. Mark my words. https://t.co/Unb75gzrby",APompliano,46293,2020-12-07 00:10:12+00:00,Neutral
247,"Today at 2p EST the iconic NYC skyline piece will be auctioned off. 

Here is the story of how @fewocious created the piece. 

Absolutely incredible: https://t.co/L2N0RHWeLJ

https://t.co/mvnmv7WTzV",APompliano,46313,2020-12-06 14:35:27+00:00,Positive
248,"This is a really solid breakdown of @Affirm, including how the business works, the financials, and products.

@IgliLaci continues to do some of the best analysis on public companies. 

https://t.co/4sdnwVOTga",APompliano,46334,2020-12-05 18:58:57+00:00,Neutral
249,"@ChrisJBakke This is factually incorrect. Luck is a psychology concept (how you view an event that occurs). You’re talking about randomness though, which is absolutely a big factor.

Reason this is important is you can literally make yourself “luckier” or “less lucky” by changing your mindset",APompliano,46342,2020-12-05 01:04:42+00:00,Neutral
250,"Solid recap by @emily_graffeo of some of @kevinolearytv's comments about Bitcoin and crypto on the recent episode.

https://t.co/AORB2A9897",APompliano,46374,2020-12-03 18:19:09+00:00,Neutral
251,"Bang bang! @everly_well is on an absolute tear this year.

Julia Cheek is one of the best founders in the world and she’s proving it.

$175M in funding and unicorn status 🔥

https://t.co/lDOObNHZ9r",APompliano,46393,2020-12-03 13:16:02+00:00,Positive
252,@QuentinMCody @micsolana @hamishmckenzie and @cjgbest are going to launch that soon. Don't tell anyone,APompliano,46409,2020-12-03 01:02:01+00:00,Neutral
253,"I'm recording with @micsolana tomorrow.

What questions do you have for him?",APompliano,46410,2020-12-03 00:45:27+00:00,Neutral
254,"The legend @novogratz laying the story out for CNBC’s audience this morning.

He always does a great job. No hat this time, but solid eyewear 🙏🏼  https://t.co/9CeoJz0Pnt",APompliano,46473,2020-12-01 16:59:57+00:00,Neutral
255,@niikorusso @CryptoGold16 Of course. Every asset that is bought and sold is based on speculation.,APompliano,46540,2020-11-29 15:14:41+00:00,Neutral
256,"Mike Tyson was an absolute beast in his prime.

https://t.co/Z804jmWPDv",APompliano,46557,2020-11-28 14:56:46+00:00,Neutral
257,@rudyferraz @TaylorLorenz @Jason @theallinpod Absolutely. https://t.co/pcQenhDb2k,APompliano,46566,2020-11-28 03:07:52+00:00,Neutral
258,"My friend @michael_saylor continues to be an absolute legend.

This time on CNBC predicting that Apple and others will eventually convert their treasury assets into Bitcoin.  https://t.co/5RpJWVU3Tv",APompliano,46649,2020-11-25 23:32:29+00:00,Neutral
259,@parkersilk19 It is the only hope to solve wealth inequality in a sustainable way,APompliano,46776,2020-11-22 19:54:52+00:00,Neutral
260,@Alex343 solid one,APompliano,46842,2020-11-20 23:39:31+00:00,Neutral
261,@austin_rief @investor_2 Because you sold your company for $75 million and we all are pissed you didn't even throw a party for us to enjoy the milestone! 😂😂😂,APompliano,46921,2020-11-19 03:24:16+00:00,Neutral
262,@McCreadieWill i must admit - i'm having an absolute blast :),APompliano,46928,2020-11-19 03:14:38+00:00,Neutral
263,@CoachBowden that isn't a horrible idea but the real solution is to change the incentive structure of the whole system,APompliano,47023,2020-11-16 19:24:57+00:00,Neutral
264,@Carlton__G This is really solid thread. Thanks for putting it together,APompliano,47027,2020-11-16 17:18:46+00:00,Neutral
265,"@AdamSinger It isn't about the past people, but rather not increasing the cost of future tuition. 

Solving a side-effect doesn't solve the root problem.",APompliano,47152,2020-11-12 15:33:35+00:00,Neutral
266,Do not tempt me to open a damn Dominos location in the heart of Manhattan. That would be absolutely irresponsible and no fun at all. https://t.co/PBOBdQEXQQ,APompliano,47256,2020-11-10 21:00:32+00:00,Neutral
267,@henrybeaudin @dominos Solid choice,APompliano,47420,2020-11-06 01:12:25+00:00,Neutral
268,@MikeElgan That is a complex question that probably doesn’t have a single answer. The solution likely starts with just listening and understanding why they feel so disenfranchised.,APompliano,47473,2020-11-04 15:11:27+00:00,Neutral
269,"The Governor of Massachusetts is now mandating you have to wear a mask in public, even if there is absolutely no one around you.

Also, small businesses must shut by 930pm but political events are immune from new mandate.

Give me a break - fire them all.
https://t.co/IcgAercNqS",APompliano,47519,2020-11-02 20:45:28+00:00,Neutral
270,"My conversation with @chris_herd is now on YouTube.

He breaks down the major trends underway as companies transition to a remote-first world. 

Absolute masterclass that explains a lot in less than 30 minutes. 
https://t.co/QL3KAvF1yP",APompliano,47630,2020-10-28 19:55:29+00:00,Neutral
271,@ericajmoss @dominos Solid,APompliano,47634,2020-10-28 16:07:30+00:00,Neutral
272,"New episode w/ Horizon Kinetics Cofounder Peter Doyle is live!

We discuss inflation, how technology is deflationary, why capitalism is broken in the US, saturation of tech companies, and current views of global macro environment.

Absolute master class!

https://t.co/Cjc9oSaveO",APompliano,47838,2020-10-22 11:52:40+00:00,Neutral
273,"4) Travis Kalanick and Garrett Camp cofounded Uber in 2009 to solve their transportation needs.

They scaled the company internationally over the last decade and today it is a publicly traded company with a market cap of $66 billion. https://t.co/TWVmrkF4p2",APompliano,48388,2020-10-03 00:02:01+00:00,Neutral
274,"3) Kevin Systrom and Mike Krieger cofounded Instagram in 2010 with a fanatical focus on photos.

They sold the company to Facebook only two years later for $1 billion.

Instagram is thought to be valued at over $100 billion today. https://t.co/ymPyZ8KY14",APompliano,48389,2020-10-03 00:02:00+00:00,Neutral
275,"2) Iqram Magdon-Ismail &amp; Andrew Kortina cofounded Venmo in 2009 to create better digital payments.

They sold Venmo to Braintree in 2012 for $26 million, which was a year before Braintree was acquired for $300 million.

Venmo processed $37 billion of payment transactions in 2Q20. https://t.co/8y2nQ23cmp",APompliano,48390,2020-10-03 00:01:59+00:00,Neutral
276,"1) Jan Koum and Brian Acton cofounded WhatsApp in 2009 after both serving as Yahoo executives.

They eventually sold the company to Facebook for $19 billion in 2014.

Fun fact: Jan Koum had applied to work at Facebook and was rejected before starting WhatsApp. https://t.co/RnAzSbycIM",APompliano,48391,2020-10-03 00:01:57+00:00,Neutral
277,@polina_marinova @fewocious the absolute best :),APompliano,48810,2020-09-21 13:39:58+00:00,Positive
278,"I interviewed the former CEO of Dunkin Donuts yesterday.

He served as CEO for 35 years and was an absolute wealth of knowledge.

Excited for everyone to hear it.",APompliano,48843,2020-09-18 16:50:55+00:00,Neutral
279,@CryptoMkg @stoolpresidente solid,APompliano,48884,2020-09-16 22:03:47+00:00,Neutral
280,@BullandBaird Solid arguments for both sides IMO.,APompliano,48977,2020-09-15 16:20:35+00:00,Neutral
281,@joshelman @adambain Solid tweet,APompliano,48985,2020-09-15 14:12:39+00:00,Neutral
282,"Yesterday was the biggest day ever on the podcast.

You people are absolutely nuts and I love it 🙏🏽",APompliano,48989,2020-09-15 12:32:03+00:00,Neutral
283,@jasonzweigwsj 😂 that is a pretty solid tweet. You were ahead of the curve,APompliano,49037,2020-09-14 15:23:43+00:00,Neutral
284,@peterpham solid product placement,APompliano,49221,2020-09-08 00:55:58+00:00,Neutral
285,"Many people talk about the higher education bubble popping.

That won't happen until there is an alternative.

Google appears to have the reputation and aspiration to be one of those solutions.

https://t.co/o1BDu3yXww",APompliano,49237,2020-09-06 01:22:23+00:00,Neutral
286,"My conversation with @justGLew is now live on YouTube.

We discuss narrative violations, inflation, resurgence of religiosity, serological test agreements, 3 paths to live in the West, solopreneur platforms, and Fortnite vs Apple.

Enjoy!

https://t.co/QfrFqXoUGA",APompliano,49282,2020-09-04 20:51:52+00:00,Neutral
287,"New episode with @justGLew is now live!

We discuss narrative violations, inflation, resurgence of religiosity, serological test agreements, three paths to live in the West, solopreneur platforms, and Fortnite vs Apple.

Enjoy!
https://t.co/AZFzw6FBGv",APompliano,49298,2020-09-04 11:40:47+00:00,Neutral
288,"17) So what can we do about this problem?

I don’t think the system is going to change unfortunately.

The only solution is to get more people educated about how money and the economic system works.",APompliano,49413,2020-08-28 00:05:53+00:00,Neutral
289,"4) But does everyone actually know that their dollars are going to be worth less in the future?

Absolutely not.",APompliano,49426,2020-08-28 00:05:44+00:00,Neutral
290,"An absolute gentleman and legend until the end 🙏🏼

https://t.co/QIaApJtxhV",APompliano,49467,2020-08-26 17:23:42+00:00,Neutral
291,@jjacobs22 This is solid idea too,APompliano,49468,2020-08-26 15:28:06+00:00,Neutral
292,@JordiSoler241 :),APompliano,49711,2020-08-18 20:22:17+00:00,Neutral
293,"New episode with Nelson Chu of @withcadence is now on YouTube.

We discuss the private credit market, the pros/cons for market participants, how it got so fragmented, what Cadence is doing to solve the issues &amp; how they have been impacted by the pandemic.

https://t.co/02x9ocMOTJ",APompliano,49712,2020-08-18 20:16:21+00:00,Neutral
294,"2/ The first goal of money is to become rich, but the goal that ultimately matters is becoming wealthy.

When you're wealthy, you can enjoy true freedom, help others, and solve any money problems.

Being rich means you can splurge. Being wealthy means you're free.",APompliano,49870,2020-08-16 19:20:21+00:00,Neutral
295,"@DTAPCAP @Wealth_Theory Agreed! I think the beauty is that gold and bitcoiners agree on the issues, while also seeing sound money as a solution. The debate is on which application of sound money is best/better/appropriate/etc.

Ultimately the market decides &amp; doesn’t have to be completely zero sum game",APompliano,49894,2020-08-15 18:47:11+00:00,Neutral
296,"@Shitcoinshillin That’s not the solution either. US government currently spends 40% of budget on people over the age of 65. Expected to rise to 50% in next decade.

The system created situation where they don’t have savings &amp; wealth to support themselves, hence the continued increase in spending",APompliano,50063,2020-08-08 22:46:50+00:00,Neutral
297,"BIG FACT: The Social Security program was started with good intentions, but has evolved into a literal ponzi scheme.

SS payments supposed to come from interest on current deposits. Outflows exceed that interest amount now, so social security will be insolvent in next 10-15 years",APompliano,50065,2020-08-08 22:44:01+00:00,Neutral
298,"Ethereum was built to solve technical problems.

Bitcoin was built to solve societal problems. 

Doesn’t mean one problem is better or worse, but it does mean one is bigger opportunity than the other.",APompliano,50076,2020-08-08 18:45:39+00:00,Neutral
299,@Wildeye420 solid picture.,APompliano,50086,2020-08-08 14:48:51+00:00,Neutral
300,@Benaskren @GerberKawasaki @PeterMcCormack @TomWrightAsia All solid episodes. Great guests!,APompliano,50169,2020-08-06 12:37:09+00:00,Neutral
301,@robpetrozzo @JoePompliano @JJWatt 5 in total. Growing up was absolute chaos 😂😂,APompliano,50180,2020-08-06 00:46:00+00:00,Neutral
302,@JoePompliano Another solid thread. You’re getting too good at this.,APompliano,50252,2020-08-04 00:15:40+00:00,Neutral
303,@JoePompliano Solid tweet. No brainer sign up.,APompliano,50290,2020-08-03 01:00:59+00:00,Neutral
304,@BreakingTheFUD solid,APompliano,50302,2020-08-02 18:19:07+00:00,Neutral
305,@s3kee solid choice,APompliano,50311,2020-08-02 18:14:46+00:00,Neutral
306,@JamesMcpickle77 @MindsetUpgrade solid,APompliano,50325,2020-08-02 18:09:52+00:00,Neutral
307,@chamath This is the coolest way I have seen to solve these incredibly hard problems.,APompliano,50372,2020-08-01 22:30:30+00:00,Neutral
308,"@AlexMasmej So you're confirming that ETH is just a digital version of a fiat currency? That has always been my argument why ETH is a bad version of money. Ethereum the protocol can be used for plenty of other things that are unique problems to solve, rather than compete for ""money"" title",APompliano,50399,2020-08-01 15:48:19+00:00,Neutral
309,"@of_linked To be clear, I don’t think the government should pay for it either. As an example, the internet provides a free education. There will be other solutions that don’t need government funds and can remain free too",APompliano,50450,2020-07-31 22:38:55+00:00,Neutral
310,"@web Ah, you're kind of proving my point.

I was a soldier. College played no part in that. Eventually doctors will be replaced by software (my brother is surgeon and agrees). 

School isn't required for you to be a scientist. The best scientists are not in classrooms as example.",APompliano,50471,2020-07-31 13:58:32+00:00,Positive
311,@PrestonPysh @RyanDraycott Pretty solid,APompliano,50567,2020-07-28 21:06:01+00:00,Neutral
312,@sdawson1972 Maybe I will do a livestream tonight and solely dedicate it to Bitcoin,APompliano,50652,2020-07-27 17:27:16+00:00,Neutral
313,@antiprosynth @AlexSaundersAU @RyanSAdams @TrustlessState nobody said it was. we invest in centralized solutions and decentralized ones. there is a place in the world for both,APompliano,50862,2020-07-23 13:16:41+00:00,Neutral
314,@flyout_tev It is the only obvious solution,APompliano,50868,2020-07-23 13:02:38+00:00,Neutral
315,"My conversation with @JoeLallouz is now on YouTube.

He previously built and sold a marketplace business to Etsy. Now he spends his time building blockchain infrastructure.

Joe's perspective was refreshing, so hope you enjoy it!

https://t.co/LykAzjo3iy",APompliano,50873,2020-07-23 12:24:55+00:00,Neutral
316,"My favorite part of Twitter are the absolute psychos that hang out here all day long, engage with anything, and are absolutely hilarious.

Love every one of you 🙏🏼",APompliano,50909,2020-07-21 19:25:50+00:00,Neutral
317,@jimmyiosis Absolutely,APompliano,50986,2020-07-17 18:18:40+00:00,Neutral
318,"It is inevitable that every politician will eventually become a Bitcoin proponent.

If they can’t have sole control, the next best thing is decentralization. https://t.co/lphciqv6AF",APompliano,51027,2020-07-16 02:24:37+00:00,Neutral
319,"My conversation with @Mikey_Tay1or is now on YouTube.

He spent years as one of the best pro skateboarders in the world, then built and sold Saint Archer Beer to MillerCoors.

Mikey now invests in real estate across the US.

This was a really fun one!
https://t.co/5hrUWAA6X4",APompliano,51090,2020-07-14 12:40:49+00:00,Neutral
320,"Publishing an epic episode with @Mikey_Tay1or tomorrow.

He was a professional skateboarder for years, founded Saint Archer beer and eventually sold it to MillerCoors.

Now he spends his time investing in real estate across the US.

Excited for everyone to hear/watch it.",APompliano,51112,2020-07-13 22:27:27+00:00,Neutral
321,"The episode I did with @billburr and @bertkreischer for The Bill Bert Podcast is live.

They're absolutely hilarious, so talking to them about the financial system and Bitcoin was a lot of fun. 

https://t.co/GbGZmDbyTQ",APompliano,51315,2020-07-01 12:05:20+00:00,Neutral
322,"New episode with @parkeralewis is live!

We discuss the Federal Reserve, their mandate, what actions they have recently taken, how the economy has been impacted, and why Bitcoin continues to be an obvious solution to structural issues in economy.

Enjoy!

https://t.co/aFURbK3jgc",APompliano,51400,2020-06-24 12:09:58+00:00,Neutral
323,"My conversation with @parkeralewis is now on YouTube.

We discuss the Federal Reserve, their mandate, what actions they recently took, how the economy has been impacted, and why Bitcoin continues to be an obvious solution to the structural issues.

Enjoy!

https://t.co/nkOcoDpTFM",APompliano,51401,2020-06-24 12:07:54+00:00,Neutral
324,"@ddosguru Hopefully the gamer is at least good 😉 on serious note, the identity thing is definitely the biggest technical problem I would guess. Not sure how others solve it without just id picture only",APompliano,51476,2020-06-20 22:13:03+00:00,Neutral
325,"New episode is live with Phaedra Ellis-Lamkins!

We discuss the devaluing of content, radical honesty, criminal justice reform, bail reform, and how technology can solve society's problems in a for-profit model.

This was an important conversation. Enjoy!

https://t.co/pgDjF4b12o",APompliano,51511,2020-06-19 12:05:14+00:00,Neutral
326,@louisoliver 🔥🔥🔥,APompliano,51596,2020-06-16 14:10:29+00:00,Neutral
327,"You can watch my conversation with @JackMurphyRGR on YouTube.

He is a former Special Forces soldier and Ranger with multiple deployments.

We discuss using the military at home during social unrest &amp; when soldiers would disobey unlawful orders.

Enjoy!

https://t.co/cqRcbX6vJa",APompliano,51714,2020-06-10 12:13:34+00:00,Neutral
328,"New episode is live with @JackMurphyRGR, a former Special Forces soldier.

We discuss the use of military personnel on American soil during periods of social unrest, what it takes for a soldier to disobey unlawful orders, and how the press is evolving.

https://t.co/NG1YbY313F",APompliano,51715,2020-06-10 12:10:51+00:00,Neutral
329,"I’m recording with @JackMurphyRGR tomorrow.

He is a former Ranger and Special Forces soldier that has an unique perspective on the recent environment.

What questions do you have for him?",APompliano,51748,2020-06-08 22:48:33+00:00,Neutral
330,"@JenAppelVA I believe the cameras track if user turns them on and off, so shouldn’t be hard to tell if the camera is off because user shut it off or if manufacturing issue in those rare cases. Maybe other solutions too but just off top of my head",APompliano,51836,2020-06-03 15:37:10+00:00,Neutral
331,@bitcashio I don’t think that aligns with American values. The simple solution is to just turn them on at all times,APompliano,51841,2020-06-03 15:30:56+00:00,Neutral
332,"@thegr8maambino That is the logical conclusion, unless you assume that the cops know they are doing dumb / bad things and don’t want it documented. 

Easy solution to a lot of issues is to simply turn on the cameras",APompliano,51846,2020-06-03 15:27:44+00:00,Neutral
333,"Great example here. Firing haphazardly into a crowd of unarmed people is not only cowardly, but it is illegal for US soldiers to do under most rules of engagement.

https://t.co/S7fqfmxGtL",APompliano,51879,2020-06-02 01:20:32+00:00,Neutral
334,The way that the police have acted in many cities during the riots would be a war crime if one of our soldiers did the same thing in a foreign combat zone.,APompliano,51881,2020-06-02 01:00:36+00:00,Neutral
335,"Years ago I blew out my knee playing college football.

The recovery process sucked. Icing or heating my knee was a nightmare.

@JWilliamsFstmed and I invested in company that is solving this for pro athletes and amateurs alike.

Join their wait list.

https://t.co/ve96jz14mc",APompliano,51981,2020-05-28 21:37:35+00:00,Neutral
336,"@Cory_Seale_ This was not in reference to any one politician. I think both political parties would try to use it against the other, so that is a hard part of this complex issue to solve for.",APompliano,52048,2020-05-26 01:26:34+00:00,Neutral
337,Just finished recording this. 90 minutes of absolute HEAT. Will publish it tomorrow morning. https://t.co/6q8mc8nXLQ,APompliano,52179,2020-05-22 01:14:26+00:00,Neutral
338,@seyitaylor @polina_marinova Absolutely,APompliano,52200,2020-05-21 14:13:50+00:00,Neutral
